"PIN","PARTYPE","ZVALUE","UPDATE","MAJOR","MINOR","PRES_USE","PRES_USE_D","PROP_TYPE","LOT_SQFT","PLAT_LOT","PLAT_BLOCK","PLAT_NAME","TAXPAYER","HOUSE","ADDRS_FULL","PU_CAT_DES","ADDRS_ST","PROP_NAME","PARCL_AREA","DEV_AREA","BLDG_SF","LU","LU_DETAIL","ZONING","ZONE_CAT","PUB_OR_PRI","HOUS_UNITS","YR_BUILT","SF_PR_UNIT","STS_RES_DV","BLT_FAR","MAX_RS_FAR","MAX_FAR","MAX_FAR_SF","POT_UNITS","IMP_VAL_15","LND_VAL_15","TOT_VAL_15","FAR_FACTOR","UNDER_DEV","REC_LEVEL","SCORE_1","SCORE_1DA","SCORE_1PA","SCORE_1DB","SCORE_1PB","RLTIONSHIP","SCORE_2","SCORE_2DA","SCORE_2PA","SCORE_2DB","SCORE_2PB","WILL_SELL","SCORE_3","SCORE_3DA","SCORE_3PA","SCORE_3DB","SCORE_3PB","POT_UNIT52","SCORE_D1","SCORE_D1DA","SCORE_D1DB","CST_UNIT_D","SCORE_D2","SCORE_D2DA","SCORE_D2DB","NO_BLDG","SCORE_D3","SCORE_D3DA","SCORE_D3DB","HIST_BLDG","SCORE_P1","SCORE_P1PA","SCORE_P1PB","VCNT_BLDG","SCORE_P2","SCORE_P2PA","SCORE_P2PB","CST_UNIT_P","SCORE_P3","SCORE_P3PA","SCORE_P3PB","COND_CMBND","SCORE_P4","SCORE_P4PA","SCORE_P4PB","INDEX_D_A","INDEX_D_B","INDEX_P_A","INDEX_P_B","INDEX_PM","ERROR_DO","ERROR_PM","FILTER_DO","FILTER_PO","NEW_S_1DB","NEW_S_2DB","NEW_S_3DB","NEW_S_D1DB","NEW_S_D2DB","NEW_S_D3DB","NEW_S_1PB","NEW_S_2PB","NEW_S_3PB","NEW_S_P1PB","NEW_S_P2PB","NEW_S_P3PB","NEW_S_P4PB","NEW_IDX_DB","NEW_IDX_PB"
"5247801555","PL",NA,NA,"524780","1555",182,"Parking(Garage)","C",7200,"6","32","MAYNARDS D S PLAT","CAPSTONE REALTY ADVRS LLC",NA,"6TH                       AVE  S  98104","Parking","6TH AVE S","IMPERIAL HOUSE PARKING",7207,7207,1440,"Commercial/Mixed-Use","Parking(Garage)","IDR 45/125-240","IDR","PRIVATE",0,1979,125,"REDEV",0.2,10,10,72070,72,0,1008000,1008000,"10",NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,36,1,16.67,10.53,23977,0.5,8.33,7.9,"TRUE",1,16.67,21.06,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,41.67,39.49,NA,NA,NA,NA,NA,"","LU_DETAIL =  Parking(Garage)",0,0,0,10.53,7.9,21.06,NA,NA,NA,NA,NA,NA,NA,39.49,NA
"8591900036","PL",NA,NA,"859190","0036",309,"Vacant(Commercial)","C",187,"15","2","TERRYS 4TH ADD","NGUYEN FAMILY LP",NA,NA,"Vacant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
"5247801431","PL",NA,NA,"524780","1431",183,"Restaurant/Lounge","C",3605,"3-4","29","MAYNARDS D S PLAT","FOURTH & MAIN L L C","220","220          4TH                       AVE  S  98104","Retail/Service","220   4TH AVE S","ARISTOCRAT RESTAURANT",3604,3604,3600,"Commercial/Mixed-Use","Restaurant/Lounge","IDR/C 125/150-240","IDR","PRIVATE",0,1990,125,"DEVELOPED",1,10,10,36040,36,339700,504700,844400,"10",NA,NA,0,0,NA,0,NA,"yes",1,16.67,NA,15.79,NA,NA,0,0,NA,0,NA,18,0,0,0,40165,0,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,168880,0.5,NA,NA,NA,0,NA,NA,16.67,15.79,NA,NA,NA,NA,NA,"","LU_DETAIL =  Restaurant/Lounge",0,15.79,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,15.79,NA
"5247801545","PL",NA,NA,"524780","1545",180,"Parking(Commercial Lot)","C",7200,"4","32","MAYNARDS D S PLAT","214 BUILDING LLC",NA,NA,"Parking","220   5TH AVE S","PARKING LOT",7211,7211,0,"Commercial/Mixed-Use","Parking(Commercial Lot)","IDR 45/125-240","IDR","PRIVATE",0,0,125,"REDEV",0,10,10,72110,72,0,1008000,1008000,"10","Y",NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,36,1,16.67,10.53,23963,0.5,8.33,7.9,"TRUE",1,16.67,21.06,NA,0,NA,NA,"N",0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,41.67,39.49,NA,NA,60,NA,NA,"","LU_DETAIL =  Parking(Commercial Lot); BLDG_SF =  0",0,0,0,10.53,7.9,21.06,NA,NA,NA,NA,NA,NA,NA,39.49,NA
"5247801550","PL",NA,NA,"524780","1550",11,"Apartment","C",7200,"5","32","MAYNARDS D S PLAT","CAPSTONE REALTY ADVRS LLC","520","520       S  MAIN                      ST      98104","Multi-Family","520  S MAIN ST","IMPERIAL HOUSE",7208,7208,74327,"Multi-Family","Apartment","IDR 45/125-240","IDR","PRIVATE",96,1988,125,"DEVELOPED",10.3,10,10,72080,72,9047000,1008000,10055000,"10",NA,NA,0,0,0,0,0,"yes",1,16.67,14.29,15.79,13.63,NA,0,0,0,0,0,36,1,16.67,10.53,239139,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,118294,0.75,10.71,10.23,1,1,14.29,13.63,33.34,26.32,39.29,37.49,NA,NA,NA,"","",0,15.79,0,10.53,0,0,0,13.63,0,0,0,10.23,13.63,26.32,37.49
"5247802025","PL",NA,NA,"524780","2025",309,"Vacant(Commercial)","C",7680,"5","43","MAYNARDS D S PLAT","SEATTLE CITY OF FAS",NA,NA,"Vacant","S MAIN ST","DANNY WOO INT. DIST. COMMUNITY GARDEN",7672,7672,0,"Vacant","Vacant(Commercial)","IDR 150","IDR","CITY OF SEATTLE",0,0,150,"PUBLIC",0,8,8,61376,61,0,7600,7600,"8",NA,NA,0,NA,NA,NA,NA,"yes",1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,38,1,NA,NA,170,1,NA,NA,"TRUE",1,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STS_RES_DV =  PUBLIC","LU_DETAIL =  Vacant(Commercial); BLDG_SF =  0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8592400070","PL",NA,NA,"859240","0070",96,"Retail(Line/Strip)","C",3121,"5-6","2","TERRYS 4TH SUPL BLK 1-S 1/2 BLK 2","TRUONG MUI+NGO MINH+NGO HON","1212","1212      S  MAIN                      ST      98144","Retail/Service",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,1,1,NA,NA,0,0,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
"5247801370","PL",NA,NA,"524780","1370",11,"Apartment","C",15360,"1-2","28","MAYNARDS D S PLAT","NORTH AMERICAN SAVINGS BANK","308","308          4TH                       AVE  S  98104","Multi-Family","308   4TH AVE S","ADDISON (formerly Downtowner)",17247,17247,133690,"Commercial/Mixed-Use","Apartment(Mixed Use)","IDR/C 125/150-240","IDR","PRIVATE",252,1980,125,"DEVELOPED",7.8,10,10,172470,172,16572600,2150400,18723000,"10",NA,"N",0.75,12.5,10.71,11.85,10.23,NA,0,0,0,0,0,NA,0,0,0,0,0,86,0.75,12.5,7.9,186099,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,117755,0.75,10.71,10.23,1,1,14.29,13.63,25,19.75,35.71,34.09,NA,NA,NA,"","",11.85,0,0,7.9,0,0,10.23,0,0,0,0,10.23,13.63,19.75,34.09
"5247801380","PL",NA,NA,"524780","1380",159,"Parking(Assoc)","C",24346,"3 TO 8","28","MAYNARDS D S PLAT","NORTH AMERICAN SAVINGS BANK",NA,NA,"Parking","400  S JACKSON ST","Building site",22386,22386,0,"Commercial/Mixed-Use","Parking(Commercial Lot)","IDR/C 125/150-240","IDR","PRIVATE",0,0,125,"REDEV",0,10,10,223860,224,0,3408400,3408400,"10",NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,112,0.75,12.5,7.9,26101,0.5,8.33,7.9,"TRUE",1,16.67,21.06,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,37.5,36.86,NA,NA,NA,NA,NA,"","LU_DETAIL =  Parking(Commercial Lot); BLDG_SF =  0",0,0,0,7.9,7.9,21.06,NA,NA,NA,NA,NA,NA,NA,36.86,NA
"5247801292","PL",NA,NA,"524780","1292",106,"Office Building","C",17550,"4-8 &","28","MAYNARDS D S PLAT","SELIG MARTIN REAL ESTATE","418","418       S  JACKSON                   ST      98104","Office","315  S JACKSON ST","5Th & Jackson Building",17415,17415,181694,"Commercial/Mixed-Use","Office Building","IDR/C 125/150-240","IDR","PRIVATE",0,2002,125,"DEVELOPED",10.4,10,10,174150,174,30071000,2457000,32528000,"10",NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,87,0.75,12.5,7.9,320197,0,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,157903,0.5,NA,NA,1,1,NA,NA,12.5,7.9,NA,NA,NA,NA,NA,"","LU_DETAIL =  Office Building",0,0,0,7.9,0,0,NA,NA,NA,NA,NA,NA,NA,7.9,NA
"5247801575","PL",NA,NA,"524780","1575",180,"Parking(Commercial Lot)","C",14400,"1-2","33","MAYNARDS D S PLAT","FUJIMATSU LLC",NA,NA,"Parking","500  S MAIN ST","PARKING LOT",14422,14422,0,"Commercial/Mixed-Use","Parking(Commercial Lot)","IDR/C 125/150-240","IDR","PRIVATE",0,0,125,"REDEV",0,10,10,144220,144,0,2016000,2016000,"10","Y","N",0.75,12.5,NA,11.85,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,72,0.75,12.5,7.9,23963,0.5,8.33,7.9,"TRUE",1,16.67,21.06,NA,0,NA,NA,"N",0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,50,48.71,NA,NA,60,NA,NA,"","LU_DETAIL =  Parking(Commercial Lot); BLDG_SF =  0",11.85,0,0,7.9,7.9,21.06,NA,NA,NA,NA,NA,NA,NA,48.71,NA
"5247801610","PL",NA,NA,"524780","1610",106,"Office Building","C",11100,"7-8","33","MAYNARDS D S PLAT","MAIN ST BUILDING HTK MGMT","513","513       S  MAIN                      ST      98104","Office","513  S MAIN ST","Restaurant/Office Bldg.",11122,11122,15939,"Commercial/Mixed-Use","Office Building","IDR 150","IDR","PRIVATE",0,1985,150,"HISTORIC",1.4,8,8,88976,89,1075300,1498500,2573800,"8",NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,56,0.75,NA,NA,39671,0.5,NA,NA,NA,0,NA,NA,"HISTORIC - both",1,NA,NA,NA,0,NA,NA,122562,0.75,NA,NA,0.6,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STS_RES_DV =  HISTORIC","LU_DETAIL =  Office Building",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247801965","PL",NA,NA,"524780","1965",51,"Hotel/Motel","C",7200,"1","42","MAYNARDS D S PLAT","PANAMA HOTEL","605","605       S  MAIN                      ST      98104","Retail/Service","605  S MAIN ST","PANAMA HOTEL",7203,7203,33040,"Commercial/Mixed-Use","Hotel/Motel","IDR 150","IDR","PRIVATE",0,1980,150,"HISTORIC",4.6,8,8,57624,58,4595000,972000,5567000,"8",NA,"N",0.75,NA,NA,NA,NA,"yes",1,NA,NA,NA,NA,"yes",1,NA,NA,NA,NA,36,1,NA,NA,132492,0,NA,NA,NA,0,NA,NA,"HISTORIC - both",1,NA,NA,NA,0,NA,NA,146500,0.75,NA,NA,0.6,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STS_RES_DV =  HISTORIC","LU_DETAIL =  Hotel/Motel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802000","PL",NA,NA,"524780","2000",180,"Parking(Commercial Lot)","C",14400,"7-8","42","MAYNARDS D S PLAT","DERMODY GROUP L L C",NA,NA,"Parking","307   MAYNARD AVE S","PARKING LOT",14406,14406,0,"Commercial/Mixed-Use","Parking(Commercial Lot)","IDR 150","IDR","PRIVATE",0,0,150,"REDEV",0,8,8,115248,115,0,1944000,1944000,"8","Y","N",0.75,12.5,NA,11.85,NA,NA,0,0,NA,0,NA,"yes",1,16.67,NA,21.06,NA,72,0.75,12.5,7.9,23133,0.5,8.33,7.9,"TRUE",1,16.67,21.06,NA,0,NA,NA,"N",0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,66.67,69.77,NA,NA,60,NA,NA,"","LU_DETAIL =  Parking(Commercial Lot); BLDG_SF =  0",11.85,0,21.06,7.9,7.9,21.06,NA,NA,NA,NA,NA,NA,NA,69.77,NA
"5247802245","PL",NA,NA,"524780","2245",18,"Apartment(Subsidized)","C",7200,"1","47","MAYNARDS D S PLAT","MAIN STREET INTERIM LLC","651","651       S  MAIN                      ST      98104","Multi-Family","651  S MAIN ST","NIHONMACHI TERRACE APTS",7206,7206,48360,"Multi-Family","Apartment(Subsidized)","IDR 150","IDR","PRIVATE",50,2005,150,"DEVELOPED",6.7,8,8,57648,58,15056000,972000,16028000,"8",NA,"N",0.75,NA,10.71,NA,10.23,"yes",1,NA,14.29,NA,13.63,NA,0,NA,0,NA,0,36,1,NA,NA,381301,0,NA,NA,NA,0,NA,NA,"HISTORIC - SCIDpda",1,14.29,18.18,NA,0,0,0,281193,0,0,0,1,1,14.29,13.63,NA,NA,53.58,55.67,NA,NA,NA,"HIST_BLDG =  HISTORIC - SCIDpda","",NA,NA,NA,NA,NA,NA,10.23,13.63,0,18.18,0,0,13.63,NA,55.67
"5247802285","PL",NA,NA,"524780","2285",309,"Vacant(Commercial)","C",10800,"7-8","47","MAYNARDS D S PLAT","WOO PEARL J",NA,NA,"Vacant","665  S MAIN ST","VACANT LAND",10807,10807,0,"Vacant","Vacant(Commercial)","IDR 150","IDR","PRIVATE",0,0,150,"VACANT",0,8,8,86456,86,0,1458000,1458000,"8","Y",NA,0,0,NA,0,NA,"yes",1,16.67,NA,15.79,NA,NA,0,0,NA,0,NA,54,0.75,12.5,7.9,23128,0.5,8.33,7.9,"TRUE",1,16.67,21.06,NA,0,NA,NA,"N",0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,54.17,52.65,NA,NA,60,NA,NA,"","LU_DETAIL =  Vacant(Commercial); BLDG_SF =  0",0,15.79,0,7.9,7.9,21.06,NA,NA,NA,NA,NA,NA,NA,52.65,NA
"5247802765","PL",NA,NA,"524780","2765",309,"Vacant(Commercial)","C",5100,"1","56","MAYNARDS D S PLAT","700 MAYNARD LLC",NA,NA,"Vacant","7TH AVE S","VACANT LAND",6412,6412,0,"Vacant","Vacant(Commercial)","IDR 150","IDR","PRIVATE",0,0,150,"VACANT",0,8,8,51296,51,0,688500,688500,"8","Y",NA,0,0,NA,0,NA,"yes",1,16.67,NA,15.79,NA,NA,0,0,NA,0,NA,32,1,16.67,10.53,18407,1,16.67,15.79,"TRUE",1,16.67,21.06,NA,0,NA,NA,"N",0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,66.68,63.17,NA,NA,60,NA,NA,"","LU_DETAIL =  Vacant(Commercial); BLDG_SF =  0",0,15.79,0,10.53,15.79,21.06,NA,NA,NA,NA,NA,NA,NA,63.17,NA
"1044000045","PL",NA,NA,"104400","0045",301,"Vacant(Multi-family)","C",6618,"1-2-3-4","2","BRAWLEYS WM R ADD","SEATTLE HOUSING AUTHORITY",NA,NA,"Vacant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,0,0,0,"TRUE",1,16.67,21.06,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,16.67,21.06,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,21.06,NA,NA,NA,NA,NA,NA,NA,21.06,NA
"1044000005","PL",NA,NA,"104400","0005",301,"Vacant(Multi-family)","C",24640,"1 & 2 & 7 & 8","1","BRAWLEYS WM R ADD","SEATTLE HOUSING AUTHORITY",NA,NA,"Vacant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,0,0,0,"TRUE",1,16.67,21.06,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,16.67,21.06,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,21.06,NA,NA,NA,NA,NA,NA,NA,21.06,NA
"8591900145","PL",NA,NA,"859190","0145",101,"Retail Store","C",80568,"1-6 & 13-18","4","TERRYS 4TH ADD","CHINN NATHAN","1032","1032      S  JACKSON                   ST      98104","Retail/Service","1032  S JACKSON ST","VIET WAH SUPERMARKET AND SAIGON BISTRO RESTAURANT",80206,80206,34815,"Commercial/Mixed-Use","Retail Store","DMR/C 65/65-85","DMR","PRIVATE",0,1965,300,"REDEV",0.4,5.5,5.5,441133,441,1000,7653900,7654900,"5.5","Y",NA,0,0,NA,0,NA,"yes",1,16.67,NA,15.79,NA,NA,0,0,NA,0,NA,301,0.75,12.5,7.9,20823,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,"N",0,NA,NA,NA,0,NA,NA,1,1,NA,NA,37.5,31.59,NA,NA,60,NA,NA,"","LU_DETAIL =  Retail Store",0,15.79,0,7.9,7.9,0,NA,NA,NA,NA,NA,NA,NA,31.59,NA
"8591900155","PL",NA,NA,"859190","0155",96,"Retail(Line/Strip)","C",31462,"7 &","4","TERRYS 4TH ADD","CHINN NATHAN","1046","1046      S  JACKSON                   ST      98104","Retail/Service","1046  S JACKSON ST","ASIAN PLAZA",31568,31568,12030,"Commercial/Mixed-Use","Retail(Line/Strip)","DMR/C 65/65-85","DMR","PRIVATE",0,1983,300,"REDEV",0.4,5.5,5.5,173624,174,1000,2988800,2989800,"5.5",NA,"N",0.75,12.5,NA,11.85,NA,"yes",1,16.67,NA,15.79,NA,NA,0,0,NA,0,NA,118,0.75,12.5,7.9,20664,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,1,1,NA,NA,50,43.44,NA,NA,NA,NA,NA,"","LU_DETAIL =  Retail(Line/Strip)",11.85,15.79,0,7.9,7.9,0,NA,NA,NA,NA,NA,NA,NA,43.44,NA
"8591900170","PL",NA,NA,"859190","0170",101,"Retail Store","C",6000,"10","4","TERRYS 4TH ADD","PHAN RICHARD","303","303          12TH                      AVE  S  98104","Retail/Service","303   12TH AVE S","RETAIL",5982,5982,6000,"Commercial/Mixed-Use","Retail(Line/Strip)","DMR/C 65/65-85","DMR","PRIVATE",0,1959,300,"DEVELOPED",1,5.5,5.5,32901,33,316200,570000,886200,"5.5",NA,NA,0,0,NA,0,NA,"yes",1,16.67,NA,15.79,NA,NA,0,0,NA,0,NA,22,1,16.67,10.53,32322,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,110775,0.75,NA,NA,1,1,NA,NA,41.67,34.22,NA,NA,NA,NA,NA,"","LU_DETAIL =  Retail(Line/Strip)",0,15.79,0,10.53,7.9,0,NA,NA,NA,NA,NA,NA,NA,34.22,NA
"8591900045","PL",NA,NA,"859190","0045",96,"Retail(Line/Strip)","C",23108,"1-2 & 15-16","3","TERRYS 4TH ADD","LIAO PAUL","1200","1200      S  JACKSON                   ST      98144","Retail/Service","1200  S JACKSON ST","JACKSON SQUARE",23201,23201,13835,"Commercial/Mixed-Use","Retail(Line/Strip)","DMR/C 65/65-85","DMR","PRIVATE",0,1990,300,"REDEV",0.6,5.5,5.5,127606,128,373100,2195200,2568300,"5.5","Y",NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,87,0.75,12.5,7.9,24152,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,"N",0,NA,NA,142683,0.75,NA,NA,1,1,NA,NA,20.83,15.8,NA,NA,60,NA,NA,"","LU_DETAIL =  Retail(Line/Strip)",0,0,0,7.9,7.9,0,NA,NA,NA,NA,NA,NA,NA,15.8,NA
"8591900110","PL",NA,NA,"859190","0110",9,"Single Family(C/I Use)","C",7200,"14","3","TERRYS 4TH ADD","KUO WU HSIUNG","1215","1215      S  MAIN                      ST      98144","Single Family","1215  S MAIN ST","HOUSE IN USE AS OFFICE",7211,7211,1060,"Commercial/Mixed-Use","Retail Store","DMR/C 65/65-85","DMR","PRIVATE",0,1938,300,"REDEV",0.1,5.5,5.5,39660,40,1000,684000,685000,"5.5","Y",NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,27,1,16.67,10.53,20726,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,"N",0,NA,NA,NA,0,NA,NA,1,1,NA,NA,25,18.43,NA,NA,60,NA,NA,"","LU_DETAIL =  Retail Store",0,0,0,10.53,7.9,0,NA,NA,NA,NA,NA,NA,NA,18.43,NA
"8591900100","PL",NA,NA,"859190","0100",96,"Retail(Line/Strip)","C",13875,"12-13","3","TERRYS 4TH ADD","LIAO PAUL","1221","1221      S  MAIN                      ST      98144","Retail/Service","1221  S MAIN ST","12TH & MAIN PLAZA",14200,14200,11970,"Commercial/Mixed-Use","Retail(Line/Strip)","DMR/C 65/65-85","DMR","PRIVATE",0,1991,300,"REDEV",0.8,5.5,5.5,78100,78,355900,1318100,1674000,"5.5","Y",NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,53,0.75,12.5,7.9,25721,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,"N",0,NA,NA,104625,0.75,NA,NA,1,1,NA,NA,20.83,15.8,NA,NA,60,NA,NA,"","LU_DETAIL =  Retail(Line/Strip)",0,0,0,7.9,7.9,0,NA,NA,NA,NA,NA,NA,NA,15.8,NA
"5247801606","PL",NA,NA,"524780","1606",273,"Historic Prop(Office)","C",3300,"7-8","33","MAYNARDS D S PLAT","WONG TERRY","307","307          6TH                       AVE  S  98104","Office","307   6TH AVE S","DENTAL OFC",3302,3302,1365,"Commercial/Mixed-Use","Historic Prop(Office)","IDR 150","IDR","PRIVATE",0,1980,150,"LANDMARK",0.4,8,8,26416,26,1000,445500,446500,"8",NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,17,0,NA,NA,23181,0.5,NA,NA,NA,0,NA,NA,"HISTORIC - both",1,NA,NA,NA,0,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STS_RES_DV =  LANDMARK","LU_DETAIL =  Historic Prop(Office)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247801970","PL",NA,NA,"524780","1970",18,"Apartment(Subsidized)","C",7200,"2","42","MAYNARDS D S PLAT","INTERIM/NP COMM HOUSING LTD","306","306          6TH                       AVE  S  98104","Multi-Family","306   6TH AVE S","N P HOTEL & MANEKI RESTAURANT",7203,7203,34848,"Multi-Family","Apartment(Subsidized)","IDR 150","IDR","PRIVATE",63,1980,150,"HISTORIC",4.8,8,8,57624,58,7028000,972000,8000000,"8",NA,NA,0,NA,0,NA,0,"yes",1,NA,14.29,NA,13.63,NA,0,NA,0,NA,0,36,1,NA,NA,190397,0,NA,NA,NA,0,NA,NA,"HISTORIC - both",1,14.29,18.18,NA,0,0,0,210526,0,0,0,0.6,0.75,10.71,10.23,NA,NA,39.29,42.04,NA,NA,NA,"STS_RES_DV =  HISTORIC","",NA,NA,NA,NA,NA,NA,0,13.63,0,18.18,0,0,10.23,NA,42.04
"5247802250","PL",NA,NA,"524780","2250",18,"Apartment(Subsidized)","C",7200,"2","47","MAYNARDS D S PLAT","MAIN STREET INTERIM LLC",NA,NA,"Multi-Family","651   MAIN ST","ASSOC LAND (SEE MINOR 2245)",7205,7205,0,"Multi-Family","Apartment(Subsidized)","IDR 150","IDR","PRIVATE",0,0,150,"DEVELOPED",0,8,8,57640,58,0,972000,972000,"8",NA,NA,0,NA,NA,NA,NA,"yes",1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,36,1,NA,NA,23127,0.5,NA,NA,NA,0,NA,NA,"HISTORIC - SCIDpda",1,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HIST_BLDG =  HISTORIC - SCIDpda","BLDG_SF =  0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802770","PL",NA,NA,"524780","2770",309,"Vacant(Commercial)","C",7498,"2 & 7","56","MAYNARDS D S PLAT","700 MAYNARD LLC",NA,NA,"Vacant","7TH AVE S","VACANT LAND",7633,7633,0,"Vacant","Vacant(Commercial)","IDR 150","IDR","PRIVATE",0,0,150,"VACANT",0,8,8,61064,61,0,1012200,1012200,"8","Y",NA,0,0,NA,0,NA,"yes",1,16.67,NA,15.79,NA,NA,0,0,NA,0,NA,38,1,16.67,10.53,22733,0.5,8.33,7.9,"TRUE",1,16.67,21.06,NA,0,NA,NA,"N",0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,58.34,55.28,NA,NA,60,NA,NA,"","LU_DETAIL =  Vacant(Commercial); BLDG_SF =  0",0,15.79,0,10.53,7.9,21.06,NA,NA,NA,NA,NA,NA,NA,55.28,NA
"8591900065","PL",NA,NA,"859190","0065",101,"Retail Store","C",16798,"5-6 & 10-11","3","TERRYS 4TH ADD","FISHER INVESTMENT CO","1224","1224      S  JACKSON                   ST      98144","Retail/Service","1224  S JACKSON ST","PHO THUY DELI & RETAIL STORES",17613,17613,5640,"Commercial/Mixed-Use","Retail Store","DMR/C 65/65-85","DMR","PRIVATE",0,1975,300,"REDEV",0.3,5.5,5.5,96872,97,1000,1595800,1596800,"5.5","Y",NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,66,0.75,12.5,7.9,19780,1,16.67,15.79,NA,0,0,0,NA,0,NA,NA,"N",0,NA,NA,NA,0,NA,NA,1,1,NA,NA,29.17,23.69,NA,NA,60,NA,NA,"","LU_DETAIL =  Retail Store",0,0,0,7.9,15.79,0,NA,NA,NA,NA,NA,NA,NA,23.69,NA
